Source,Type,Target,Weight
Studzinskij,Undirected,VtorojJunker,1
Studzinskij,Undirected,TretijOfitser,1
Studzinskij,Undirected,TretijJunker,1
Studzinskij,Undirected,Uragan,1
Studzinskij,Undirected,Galanba,1
Studzinskij,Undirected,Kirpatyj,1
Lakej,Undirected,Getman,1
Lakej,Undirected,Shratt,1
Lakej,Undirected,Dust,1
Lakej,Undirected,Vrach,1
Getman,Undirected,Shratt,1
Getman,Undirected,Dust,1
Getman,Undirected,Vrach,1
Shratt,Undirected,Dust,1
Shratt,Undirected,Vrach,1
Dust,Undirected,Vrach,1
Telefonist,Undirected,Bolbotun,1
Telefonist,Undirected,Uragan,1
Telefonist,Undirected,Kirpatyj,1
Telefonist,Undirected,Galanba,1
Telefonist,Undirected,Dezertir,1
Telefonist,Undirected,ChelovekSKorzinoj,1
Telefonist,Undirected,Golosa,1
Bolbotun,Undirected,Uragan,1
Bolbotun,Undirected,Kirpatyj,1
Bolbotun,Undirected,Galanba,1
Bolbotun,Undirected,Dezertir,1
Bolbotun,Undirected,ChelovekSKorzinoj,1
Bolbotun,Undirected,Golosa,1
Uragan,Undirected,Kirpatyj,2
Uragan,Undirected,Galanba,2
Uragan,Undirected,Dezertir,1
Uragan,Undirected,ChelovekSKorzinoj,1
Uragan,Undirected,Golosa,1
Uragan,Undirected,Junkera,1
Uragan,Undirected,PervyjOfitser,1
Uragan,Undirected,VtorojOfitser,1
Uragan,Undirected,PervyjJunker,1
Uragan,Undirected,Maksim,1
Uragan,Undirected,VtorojJunker,1
Uragan,Undirected,TretijOfitser,1
Uragan,Undirected,TretijJunker,1
Kirpatyj,Undirected,Galanba,2
Kirpatyj,Undirected,Dezertir,1
Kirpatyj,Undirected,ChelovekSKorzinoj,1
Kirpatyj,Undirected,Golosa,1
Kirpatyj,Undirected,Junkera,1
Kirpatyj,Undirected,PervyjOfitser,1
Kirpatyj,Undirected,VtorojOfitser,1
Kirpatyj,Undirected,PervyjJunker,1
Kirpatyj,Undirected,Maksim,1
Kirpatyj,Undirected,VtorojJunker,1
Kirpatyj,Undirected,TretijOfitser,1
Kirpatyj,Undirected,TretijJunker,1
Galanba,Undirected,Dezertir,1
Galanba,Undirected,ChelovekSKorzinoj,1
Galanba,Undirected,Golosa,1
Galanba,Undirected,Junkera,1
Galanba,Undirected,PervyjOfitser,1
Galanba,Undirected,VtorojOfitser,1
Galanba,Undirected,PervyjJunker,1
Galanba,Undirected,Maksim,1
Galanba,Undirected,VtorojJunker,1
Galanba,Undirected,TretijOfitser,1
Galanba,Undirected,TretijJunker,1
Dezertir,Undirected,ChelovekSKorzinoj,1
Dezertir,Undirected,Golosa,1
ChelovekSKorzinoj,Undirected,Golosa,1
Junkera,Undirected,PervyjOfitser,1
Junkera,Undirected,VtorojOfitser,1
Junkera,Undirected,PervyjJunker,1
Junkera,Undirected,Maksim,1
Junkera,Undirected,VtorojJunker,1
Junkera,Undirected,TretijOfitser,1
Junkera,Undirected,TretijJunker,1
PervyjOfitser,Undirected,VtorojOfitser,1
PervyjOfitser,Undirected,PervyjJunker,1
PervyjOfitser,Undirected,Maksim,1
PervyjOfitser,Undirected,VtorojJunker,1
PervyjOfitser,Undirected,TretijOfitser,1
PervyjOfitser,Undirected,TretijJunker,1
VtorojOfitser,Undirected,PervyjJunker,1
VtorojOfitser,Undirected,Maksim,1
VtorojOfitser,Undirected,VtorojJunker,1
VtorojOfitser,Undirected,TretijOfitser,1
VtorojOfitser,Undirected,TretijJunker,1
PervyjJunker,Undirected,Maksim,1
PervyjJunker,Undirected,VtorojJunker,1
PervyjJunker,Undirected,TretijOfitser,1
PervyjJunker,Undirected,TretijJunker,1
Maksim,Undirected,VtorojJunker,1
Maksim,Undirected,TretijOfitser,1
Maksim,Undirected,TretijJunker,1
VtorojJunker,Undirected,TretijOfitser,1
VtorojJunker,Undirected,TretijJunker,1
TretijOfitser,Undirected,TretijJunker,1
