Source,Type,Target,Weight
Daenerys,Undirected,Worm,14
Davos,Undirected,Cressen,4
Davos,Undirected,Salladhor,16
Eddard,Undirected,Arya,18
Eddard,Undirected,Beric,8
Eddard,Undirected,Bran,15
Eddard,Undirected,Catelyn,5
Eddard,Undirected,Cersei,6
Eddard,Undirected,Jaime,6
Eddard,Undirected,Jon,8
Eddard,Undirected,Rickon,8
Eddard,Undirected,Robb,13
Eddard,Undirected,Robert,10
Eddard,Undirected,Sandor,5
Eddard,Undirected,Sansa,6
Eddison,Undirected,Grenn,8
Edmure,Undirected,Brynden,7
Edmure,Undirected,Lothar,4
Edmure,Undirected,Roslin,16
Edmure,Undirected,Walder,9
Gendry,Undirected,Thoros,7
Gilly,Undirected,Craster,17
Gregor,Undirected,Elia,9
Gregor,Undirected,Ilyn,7
Gregor,Undirected,Meryn,7
Gregor,Undirected,Oberyn,24
Gregor,Undirected,Sandor,12
Hodor,Undirected,Jojen,35
Hodor,Undirected,Meera,41
Hoster,Undirected,Edmure,9
Irri,Undirected,Drogo,7
Jaime,Undirected,Balon,6
Jaime,Undirected,Barristan,4
Jaime,Undirected,Brienne,88
Jaime,Undirected,Edmure,5
Jaime,Undirected,Elia,4
Jaime,Undirected,Gregor,6
Jaime,Undirected,Joffrey,15
Jaime,Undirected,Loras,16
Jaime,Undirected,Meryn,11
Jaime,Undirected,Qyburn,11
Jaime,Undirected,Renly,7
Jaime,Undirected,Robert,17
Jaime,Undirected,Stannis,5
Jaime,Undirected,Tommen,8
Jaime,Undirected,Tyrion,31
Janos,Undirected,Alliser,9
Janos,Undirected,Bowen,5
Janos,Undirected,Mance,4
Joffrey,Undirected,Gregor,5
Joffrey,Undirected,Ilyn,4
Joffrey,Undirected,Kevan,8
Joffrey,Undirected,Loras,7
Joffrey,Undirected,Margaery,28
Joffrey,Undirected,Meryn,5
Joffrey,Undirected,Myrcella,5
Joffrey,Undirected,Oberyn,4
Joffrey,Undirected,Sandor,14
Joffrey,Undirected,Stannis,10
Joffrey,Undirected,Tommen,9
Joffrey,Undirected,Tyrion,54
Jojen,Undirected,Meera,33
Jojen,Undirected,Samwell,11
Jon,Undirected,Aemon,30
Jon,Undirected,Alliser,15
Jon,Undirected,Craster,7
Jon,Undirected,Dalla,6
Jon,Undirected,Eddison,4
Jon,Undirected,Gilly,9
Jon,Undirected,Grenn,25
Jon,Undirected,Janos,8
Jon,Undirected,Mance,69
Jon,Undirected,Meera,4
Jon,Undirected,Melisandre,7
Jon,Undirected,Orell,6
Jon,Undirected,Qhorin,31
Jon,Undirected,Rattleshirt,20
Jon,Undirected,Robert,5
Jon,Undirected,Samwell,52
Jon,Undirected,Stannis,9
Jon,Undirected,Styr,16
Jon,Undirected,Theon,8
Jon,Undirected,Val,12
Jon,Undirected,Ygritte,54
Jon Arryn,Undirected,Lysa,5
Jon Arryn,Undirected,Robert,6
Jorah,Undirected,Barristan,11
Jorah,Undirected,Belwas,13
Jorah,Undirected,Daario,7
Jorah,Undirected,Drogo,6
Kevan,Undirected,Lancel,7
Kevan,Undirected,Varys,5
Loras,Undirected,Margaery,9
Loras,Undirected,Olenna,5
Lothar,Undirected,Roslin,4
Luwin,Undirected,Nan,4
Lysa,Undirected,Cersei,4
Lysa,Undirected,Hoster,6
Lysa,Undirected,Marillion,10
Lysa,Undirected,Petyr,29
Lysa,Undirected,Robert Arryn,9
Lysa,Undirected,Tyrion,5
Lysa,Undirected,Tywin,4
Mance,Undirected,Craster,11
Mance,Undirected,Dalla,8
Mance,Undirected,Gilly,7
Mance,Undirected,Qhorin,10
Mance,Undirected,Rattleshirt,9
Mance,Undirected,Styr,7
Mance,Undirected,Val,8
Mance,Undirected,Ygritte,12
Meera,Undirected,Samwell,7
Melisandre,Undirected,Davos,30
Melisandre,Undirected,Samwell,5
Meryn,Undirected,Ilyn,5
Missandei,Undirected,Irri,4
Myrcella,Undirected,Tommen,5
Myrcella,Undirected,Tyrion,4
Oberyn,Undirected,Ellaria,6
Oberyn,Undirected,Mace,6
Podrick,Undirected,Margaery,4
Rattleshirt,Undirected,Qhorin,6
Renly,Undirected,Loras,8
Renly,Undirected,Margaery,7
Renly,Undirected,Varys,4
Rhaegar,Undirected,Barristan,5
Rhaegar,Undirected,Elia,7
Rhaegar,Undirected,Jorah,5
Rhaegar,Undirected,Robert,6
Rickard,Undirected,Brynden,4
Rickon,Undirected,Theon,8
Robb,Undirected,Arya,15
Robb,Undirected,Balon,6
Robb,Undirected,Bran,23
Robb,Undirected,Brienne,6
Robb,Undirected,Brynden,17
Robb,Undirected,Edmure,32
Robb,Undirected,Hodor,5
Robb,Undirected,Jaime,15
Robb,Undirected,Jeyne,18
Robb,Undirected,Joffrey,10
Robb,Undirected,Jon,14
Robb,Undirected,Lothar,10
Robb,Undirected,Petyr,5
Robb,Undirected,Ramsay,4
Robb,Undirected,Rickard,7
Robb,Undirected,Rickon,15
Robb,Undirected,Roose,4
Robb,Undirected,Sansa,15
Robb,Undirected,Stannis,4
Robb,Undirected,Theon,11
Robb,Undirected,Tyrion,12
Robb,Undirected,Tywin,12
Robb,Undirected,Walder,26
Robert,Undirected,Aemon,4
Robert,Undirected,Barristan,5
Robert,Undirected,Renly,4
Robert,Undirected,Stannis,5
Robert,Undirected,Thoros,4
Robert Arryn,Undirected,Marillion,4
Roose,Undirected,Brienne,4
Samwell,Undirected,Bowen,6
Samwell,Undirected,Craster,34
Samwell,Undirected,Eddison,12
Samwell,Undirected,Gilly,36
Samwell,Undirected,Grenn,43
Samwell,Undirected,Janos,6
Samwell,Undirected,Mance,10
Samwell,Undirected,Qhorin,5
Sandor,Undirected,Beric,15
Sandor,Undirected,Gendry,5
Sandor,Undirected,Ilyn,4
Sandor,Undirected,Meryn,4
Sandor,Undirected,Robert,6
Sandor,Undirected,Thoros,10
Sansa,Undirected,Arya,22
Sansa,Undirected,Bran,10
Sansa,Undirected,Brienne,5
Sansa,Undirected,Cersei,16
Sansa,Undirected,Jaime,10
Sansa,Undirected,Joffrey,35
Sansa,Undirected,Jon,4
Sansa,Undirected,Kevan,5
Sansa,Undirected,Loras,14
Sansa,Undirected,Lysa,28
Sansa,Undirected,Margaery,36
Sansa,Undirected,Marillion,9
Sansa,Undirected,Myrcella,4
Sansa,Undirected,Olenna,7
Sansa,Undirected,Petyr,28
Sansa,Undirected,Podrick,8
Sansa,Undirected,Renly,4
Sansa,Undirected,Rickon,7
Sansa,Undirected,Robert,5
Sansa,Undirected,Robert Arryn,6
Sansa,Undirected,Sandor,6
Sansa,Undirected,Shae,8
Sansa,Undirected,Tyrion,77
Shae,Undirected,Chataya,4
Shae,Undirected,Varys,8
Shireen,Undirected,Davos,5
Stannis,Undirected,Aemon,4
Stannis,Undirected,Balon,4
Stannis,Undirected,Davos,32
Stannis,Undirected,Melisandre,20
Stannis,Undirected,Renly,15
Stannis,Undirected,Samwell,13
Tommen,Undirected,Margaery,5
Tyrion,Undirected,Balon,4
Tyrion,Undirected,Bronn,31
Tyrion,Undirected,Chataya,5
Tyrion,Undirected,Doran,5
Tyrion,Undirected,Elia,5
Tyrion,Undirected,Ellaria,4
Tyrion,Undirected,Gregor,22
Tyrion,Undirected,Ilyn,5
Tyrion,Undirected,Janos,5
Tyrion,Undirected,Kevan,11
Tyrion,Undirected,Loras,6
Tyrion,Undirected,Mace,9
Tyrion,Undirected,Margaery,7
Tyrion,Undirected,Meryn,5
Tyrion,Undirected,Oberyn,25
Tyrion,Undirected,Petyr,12
Tyrion,Undirected,Podrick,28
Tyrion,Undirected,Pycelle,11
Tyrion,Undirected,Renly,6
Tyrion,Undirected,Robert,9
Tyrion,Undirected,Sandor,4
Tyrion,Undirected,Shae,21
Tyrion,Undirected,Stannis,6
Tyrion,Undirected,Varys,18
Tywin,Undirected,Balon,5
Tywin,Undirected,Brynden,4
Tywin,Undirected,Cersei,16
Tywin,Undirected,Gregor,7
Tywin,Undirected,Jaime,13
Tywin,Undirected,Joffrey,13
Tywin,Undirected,Kevan,14
Tywin,Undirected,Mace,5
Tywin,Undirected,Oberyn,6
Tywin,Undirected,Petyr,4
Tywin,Undirected,Podrick,5
Tywin,Undirected,Pycelle,5
Tywin,Undirected,Robert,11
Tywin,Undirected,Stannis,15
Tywin,Undirected,Tommen,4
Tywin,Undirected,Tyrion,39
Tywin,Undirected,Val,4
Tywin,Undirected,Varys,6
Tywin,Undirected,Walder,4
Val,Undirected,Dalla,7
Varys,Undirected,Pycelle,4
Viserys,Undirected,Rhaegar,7
Viserys,Undirected,Tyrion,4
Walder,Undirected,Lothar,12
Walder,Undirected,Petyr,6
Walder,Undirected,Roslin,6
Walton,Undirected,Jaime,10
Ygritte,Undirected,Qhorin,7
Ygritte,Undirected,Rattleshirt,9
